sku,product_name,price,local_image_filename
12351,YATO ADJUSTABLE WRENCH,MVR 85.00,scraped_images_veligaa\12351.jpg
15761,YATO AIR RATCHET WRENCH,MVR 2375.00,scraped_images_veligaa\15761.jpg
12767,YATO ALUMINUM SPIRIT LEVEL,MVR 120.00,scraped_images_veligaa\12767.jpg
12756,YATO ALUMINUM SPIRIT LEVEL H/DUTY,MVR 225.00,scraped_images_veligaa\12756.jpg
14929,YATO ALUMINUM SPIRIT LEVEL MAGNETIC,MVR 155.00,scraped_images_veligaa\14929.jpg
14753,WERA 7 PCS SCREW DRIVER SET,MVR 920.00,scraped_images_veligaa\14753.jpg
06494,WERA 1160 i/7 SCREW DRIVER SETLKF COMFORT VDE SD,MVR 905.00,scraped_images_veligaa\06494.jpg
08490,WERA CHIP LIFTER,MVR 155.00,scraped_images_veligaa\08490.jpg
10991,WERA 1567 ESD MICRO ELECTRICIAN IPR TORX PLUS SCREWDRIVER 40MM,MVR 260.00,scraped_images_veligaa\10991.jpg
06493,WERA 160 i/7 RACK SCREW DRIVER SET 7PCS KK VDE SD,MVR 1105.00,scraped_images_veligaa\06493.jpg
08403,WERA 160 iS/7 RACK SCREW DRIVER SET 7PCS SLIM KK VDE SD,MVR 1085.00,scraped_images_veligaa\08403.jpg
12674,YATO AUTO ADJUSTABLE PIPE WRENCH,MVR 245.00,scraped_images_veligaa\12674.jpg
12704,YATO AXE WOOD HANDLE,MVR 180.00,scraped_images_veligaa\12704.jpg
12338,YATO BALL PEIN HAMMER,MVR 90.00,scraped_images_veligaa\12338.jpg
14810,YATO OIL BELT WRENCH,MVR 225.00,scraped_images_veligaa\14810.jpg
16992,YATO MINI BENT NOSE PLIER,MVR 70.00,scraped_images_veligaa\16992.jpg
12352,YATO BENT NOSE PLIERS,MVR 125.00,scraped_images_veligaa\12352.jpg
15697,YATO BI-HEXAGONAL RING SPANNER SET,MVR 2375.00,scraped_images_veligaa\15697.jpg
14819,YATO BIHEXAGONAL SOCKET,MVR 40.00,scraped_images_veligaa\14819.jpg
12886,YATO BOLT CUTTER,MVR 235.00,scraped_images_veligaa\12886.jpg
15760,YATO BOLT EXTRACTOR SET,MVR 555.00,scraped_images_veligaa\15760.jpg
12454,YATO BOW SAW,MVR 130.00,scraped_images_veligaa\12454.jpg
08681,YATO CABLE CUTTER,MVR 110.00,scraped_images_veligaa\08681.jpg
12819,YATO HEAVY CABLE CUTTER,MVR 505.00,scraped_images_veligaa\12819.jpg
05477,YATO CENTER PUNCH,MVR 60.00,scraped_images_veligaa\05477.jpg
14727,KNIPEX COMBINATION PLIER VDE,MVR 575.00,scraped_images_veligaa\14727.jpg
12690,YATO CHAIN PIPE WRENCH,MVR 410.00,scraped_images_veligaa\12690.jpg
10977,KNIPEX TOOL STRAP,MVR 390.00,scraped_images_veligaa\10977.jpg
15686,YATO CHISEL AND PUNCH SET,MVR 470.00,scraped_images_veligaa\15686.jpg
05224,YATO CHISEL WOOD FLAT 4 PCS SET,MVR 295.00,scraped_images_veligaa\05224.jpg
11073,KNIPEX ALLIGATOR WATER PUMP PLIER,MVR 460.00,scraped_images_veligaa\11073.jpg
12301,YATO CIRCLIP BENT PLIERS,MVR 120.00,scraped_images_veligaa\12301.jpg
12847,YATO INTERNAL BENT CIRCLIP PLIERS,MVR 85.00,scraped_images_veligaa\12847.jpg
08270,KNIPEX TOOL BAG WITH  24PCS  TOOLS,MVR 7960.00,scraped_images_veligaa\08270.jpg
12884,YATO CIRCLIP PLIERS SET 4PCS 180MM,MVR 470.00,scraped_images_veligaa\12884.jpg
15698,YATO CIRCLIP PLIERS SET 225MM,MVR 555.00,scraped_images_veligaa\15698.jpg
12842,YATO STRAIGHT CIRCLIP PLIERS,MVR 105.00,scraped_images_veligaa\12842.jpg
12300,YATO STRAIGHT INTERNAL CIRCLIP PLIERS,MVR 120.00,scraped_images_veligaa\12300.jpg
06485,KNIPEX BASIC CRIMPING PLIER,MVR 505.00,scraped_images_veligaa\06485.jpg
06474,KNIPEX BOLT CUTTER,MVR 1900.00,scraped_images_veligaa\06474.jpg
08329,KNIPEX HEAVY DUTY CABLE CUTTER,MVR 14255.00,scraped_images_veligaa\08329.jpg
08328,KNIPEX TWO POINT CABLE SHEAR,MVR 1425.00,scraped_images_veligaa\08328.jpg
06443,KNIPEX CABLE SHEAR VDE,MVR 1025.00,scraped_images_veligaa\06443.jpg
10008,KNIPEX CABLE SHEAR WITH STRIPPING FUNCTION,MVR 1000.00,scraped_images_veligaa\10008.jpg
10014,KNIPEX CABLE SHEAR WITH STRIPPING FUNCTION,MVR 965.00,scraped_images_veligaa\10014.jpg
08296,KNIPEX COMPACT CABLE STRIPPER,MVR 930.00,scraped_images_veligaa\08296.jpg
10009,KNIPEX CABLE STRIPPER,MVR 1000.00,scraped_images_veligaa\10009.jpg
08304,KNIPEX HEAVY DUTY CIRCLIP PLIER,MVR 2140.00,scraped_images_veligaa\08304.jpg
10010,KNIPEX CIRCLIP PLIER,MVR 590.00,scraped_images_veligaa\10010.jpg
06463,KNIPEX CIRCLIP PLIER EXTERNAL,MVR 410.00,scraped_images_veligaa\06463.jpg
06459,KNIPEX CIRCLIP PLIER INTERNAL,MVR 355.00,scraped_images_veligaa\06459.jpg
06473,KNIPEX COBOLT BOLT CUTTER,MVR 885.00,scraped_images_veligaa\06473.jpg
14726,KNIPEX COMBINATION BASIC PLIER,MVR 330.00,scraped_images_veligaa\14726.jpg
06452,KNIPEX COMBINATION PLIER SOFT HANDLE,MVR 460.00,scraped_images_veligaa\06452.jpg
10003,KNIPEX COMBINATION SHEAR,MVR 375.00,scraped_images_veligaa\10003.jpg
08330,KNIPEX COMPRESSION TOOL FOR COAX CONNECTORS,MVR 1190.00,scraped_images_veligaa\08330.jpg
06488,KNIPEX CONCRETERS NIPPER,MVR 375.00,scraped_images_veligaa\06488.jpg
08404,WERA 165i PZ1 VDE INSULATED POZIDRIV SCREWDRIVER SD,MVR 235.00,scraped_images_veligaa\08404.jpg
06497,WERA MICRO TIP SCREW DRIVER SET,MVR 705.00,scraped_images_veligaa\06497.jpg
08491,WERA ELECTRONIC PHILIPS SCREWDRIVER,MVR 105.00,scraped_images_veligaa\08491.jpg
14747,WERA IMPACT DRIVER,MVR 3325.00,scraped_images_veligaa\14747.jpg
14746,WERA 2090/17 IMPACT DRIVER SET,MVR 4160.00,scraped_images_veligaa\14746.jpg
14868,WERA 247 SB SINGLE POLE VOTAGE TESTER,MVR 245.00,scraped_images_veligaa\14868.jpg
08334,KNIPEX CRIMP CABLE CONNECTORS SET,MVR 3090.00,scraped_images_veligaa\08334.jpg
08331,KNIPEX CRIMP LEVER PLIER,MVR 2910.00,scraped_images_veligaa\08331.jpg
14730,KNIPEX BASIC CRIMPING PLIER,MVR 730.00,scraped_images_veligaa\14730.jpg
12346,YATO CLAW HAMMER WITH WOOD HANDLE,MVR 110.00,scraped_images_veligaa\12346.jpg
06486,KNIPEX CRIMPING PLIER FOR WESTERN PLUGS,MVR 800.00,scraped_images_veligaa\06486.jpg
08323,KNIPEX CROSSOVER TWEEZER,MVR 340.00,scraped_images_veligaa\08323.jpg
06469,KNIPEX NARROW HEAD DIAGONAL CUTTER,MVR 460.00,scraped_images_veligaa\06469.jpg
06471,KNIPEX DIAGONAL CUTTER SOFT HANDLE,MVR 565.00,scraped_images_veligaa\06471.jpg
08273,KNIPEX DISMANTLING PLIER,MVR 940.00,scraped_images_veligaa\08273.jpg
14734,KNIPEX ELECTRICIAN PLIER,MVR 825.00,scraped_images_veligaa\14734.jpg
05476,YATO COLD CHISEL,MVR 85.00,scraped_images_veligaa\05476.jpg
06449,KNIPEX ELECTRICIANS SHEAR,MVR 460.00,scraped_images_veligaa\06449.jpg
16998,YATO COMBINATION PLIER,MVR 65.00,scraped_images_veligaa\16998.jpg
06521,WERA 334 SLOTTED SCREWDRIVER SD,MVR 180.00,scraped_images_veligaa\06521.jpg
08308,KNIPEX ELECTRONIC SUPER KNIPS,MVR 485.00,scraped_images_veligaa\08308.jpg
14736,KNIPEX END CUTTING NIPPER,MVR 645.00,scraped_images_veligaa\14736.jpg
08298,KNIPEX FLAT NOSE ASSEMBLY PLIER,MVR 625.00,scraped_images_veligaa\08298.jpg
10172,KNIPEX HIGH LEVERAGE FLUSH CUTTER,MVR 1130.00,scraped_images_veligaa\10172.jpg
12472,YATO COMBINATION SPANNER (MM),MVR 35.00,scraped_images_veligaa\12472.jpg
06437,KNIPEX INSTALLATION PLIER,MVR 1365.00,scraped_images_veligaa\06437.jpg
08320,KNIPEX INSULATED NEEDLE TIP TWEEZER,MVR 485.00,scraped_images_veligaa\08320.jpg
06436,KNIPEX INSULATION STRIPPER,MVR 600.00,scraped_images_veligaa\06436.jpg
08321,KNIPEX IPRECISION TWEEZER ESD,MVR 245.00,scraped_images_veligaa\08321.jpg
08351,KNIPEX JUNIOR HACKSAW INSULATED,MVR 530.00,scraped_images_veligaa\08351.jpg
10981,KNIPEX KNIPEX DIGONAL CUTTER WITH FASTENING,MVR 705.00,scraped_images_veligaa\10981.jpg
06454,KNIPEX LINEMAN'S PLIER,MVR 870.00,scraped_images_veligaa\06454.jpg
08299,KNIPEX LONG FLAT NOSE PLIER,MVR 470.00,scraped_images_veligaa\08299.jpg
12764,YATO COMBINATION SPANNER (INCH),MVR 40.00,scraped_images_veligaa\12764.jpg
08268,KNIPEX MAGNETIC LED LAMP,MVR 210.00,scraped_images_veligaa\08268.jpg
06479,KNIPEX MINI PLIERS WRENCH,MVR 1085.00,scraped_images_veligaa\06479.jpg
08301,KNIPEX NEEDLE BENT NOSE PLIER,MVR 600.00,scraped_images_veligaa\08301.jpg
08300,KNIPEX NEEDLE NOSE PLIER,MVR 590.00,scraped_images_veligaa\08300.jpg
08517,KNIPEX TECHNICIANS TOOL BAG,MVR 2495.00,scraped_images_veligaa\08517.jpg
08267,KNIPEX PEN-STYLE PANEL KEY,MVR 765.00,scraped_images_veligaa\08267.jpg
08318,KNIPEX PIPE CUTTER FOR COMPOSITE AND PLASTIC,MVR 1960.00,scraped_images_veligaa\08318.jpg
12343,YATO ADJUSTABLE WRENCH WITH BLACK HANDLE,MVR 80.00,scraped_images_veligaa\12343.jpg
10002,KNIPEX PIPE CUTTER FOR PVC & HOSES,MVR 1025.00,scraped_images_veligaa\10002.jpg
06477,KNIPEX INDUSTRIAL PIPE WRENCH,MVR 1890.00,scraped_images_veligaa\06477.jpg
12977,YATO ADJUSTABLE WRENCH WITH CRV RED HANDLE,MVR 140.00,scraped_images_veligaa\12977.jpg
08349,KNIPEX PLASTIC CLAMP,MVR 220.00,scraped_images_veligaa\08349.jpg
08325,KNIPEX PLASTIC PIPE CUTTER,MVR 1190.00,scraped_images_veligaa\08325.jpg
10910,YATO ADJUSTABLE WRENCH CHROME,MVR 1425.00,scraped_images_veligaa\10910.jpg
08253,KNIPEX PLIER WRENCH,MVR 1150.00,scraped_images_veligaa\08253.jpg
10012,KNIPEX ANGLED PLIER WRENCH,MVR 940.00,scraped_images_veligaa\10012.jpg
08314,KNIPEX PLIER WRENCHES,MVR 1085.00,scraped_images_veligaa\08314.jpg
08315,KNIPEX SOFT GRIP PLIER WRENCHES,MVR 1365.00,scraped_images_veligaa\08315.jpg
08348,KNIPEX PLIERS FROM PLASTIC,MVR 460.00,scraped_images_veligaa\08348.jpg
08350,KNPEX FLAT NOSE PLASTIC PLIER,MVR 470.00,scraped_images_veligaa\08350.jpg
08272,KNIPEX POINTED COMBINATION PLIER,MVR 565.00,scraped_images_veligaa\08272.jpg
08249,KNIPEX PRECISION TWEEZER ESD  [92 38 75 ESD],MVR 460.00,scraped_images_veligaa\08249.jpg
12853,YATO SHORT COMBINATION SPANNER,MVR 65.00,scraped_images_veligaa\12853.jpg
08302,KNIPEX RELAY ADJUSTING PLIER GREY,MVR 1000.00,scraped_images_veligaa\08302.jpg
14737,KNIPEX REVOLVING PUNCH PLIER,MVR 435.00,scraped_images_veligaa\14737.jpg
14785,YATO COMBINATION WRENCH SET YT-03613,MVR 530.00,scraped_images_veligaa\14785.jpg
08343,KNIPEX SCREWDRIVER TORX VDE,MVR 175.00,scraped_images_veligaa\08343.jpg
05471,YATO COMBINATION WRENCH SET 12 PCS YT-0062,MVR 1780.00,scraped_images_veligaa\05471.jpg
12883,YATO COMBINATION WRENCH SET 14 PCS YT-03618,MVR 940.00,scraped_images_veligaa\12883.jpg
06487,KNIPEX SELF ADJUSTING CRIMPING PLIER,MVR 3920.00,scraped_images_veligaa\06487.jpg
08333,KNIPEX SELF ADJUSTING CRIMPING PLIER,MVR 3920.00,scraped_images_veligaa\08333.jpg
12997,YATO COMBINATION WRENCH SET 16 PCS,MVR 1780.00,scraped_images_veligaa\12997.jpg
06032,KNIPEX SELF ADJUSTING CRIMPING PLIER,MVR 3920.00,scraped_images_veligaa\06032.jpg
09999,KNIPEX SELF ADJUSTING INSULATION STRIPPER,MVR 1425.00,scraped_images_veligaa\09999.jpg
05971,YATO COMBINATION WRENCH SET 17 PCS,MVR 1665.00,scraped_images_veligaa\05971.jpg
05470,YATO COMBINATION WRENCH SET 17 PCS YT-0067,MVR 3565.00,scraped_images_veligaa\05470.jpg
14786,YATO COMBINATION WRENCH SET 23 PCS,MVR 2020.00,scraped_images_veligaa\14786.jpg
14735,KNIPEX SIPHON AND CONNECTOR PLIER,MVR 1025.00,scraped_images_veligaa\14735.jpg
05966,YATO COMBINATION WRENCH SET 25PCS,MVR 2315.00,scraped_images_veligaa\05966.jpg
14789,YATO COMBINATION WRENCH SET 26PCS YT-03652,MVR 2615.00,scraped_images_veligaa\14789.jpg
06456,KNIPEX SNIPE NOSE SIDE CUTTING PLIER 200MM,MVR 565.00,scraped_images_veligaa\06456.jpg
06439,KNIPEX SNIPE NOSE SIDE CUTTING PLIER,MVR 860.00,scraped_images_veligaa\06439.jpg
10980,KNIPEX SNIPE NOSE SIDE CUTTING PLIER WITH FASTENING,MVR 790.00,scraped_images_veligaa\10980.jpg
08352,KNIPEX STANDARD TOOL CASE 26 PARTS,MVR 9505.00,scraped_images_veligaa\08352.jpg
10001,KNIPEX STRIPPING TOOL FOR COAX CABLES,MVR 435.00,scraped_images_veligaa\10001.jpg
08295,KNIPEX STRIPPING TOOL FOR COAX CABLES,MVR 330.00,scraped_images_veligaa\08295.jpg
10000,KNIPEX STRIPPING TOOL FOR FIBER OPTICS,MVR 1900.00,scraped_images_veligaa\10000.jpg
13682,YATO COMBINATION WRENCH SET 6 PCS,MVR 390.00,scraped_images_veligaa\13682.jpg
14796,YATO COMBINATION WRENCH SET 7 PCS,MVR 470.00,scraped_images_veligaa\14796.jpg
12801,YATO COMBINATION WRENCH SET 7 PCS,MVR 485.00,scraped_images_veligaa\12801.jpg
08256,KNIPEX TILE BREAKING PLIER 250MM,MVR 1365.00,scraped_images_veligaa\08256.jpg
08269,KNIPEX TOOL BAG EMPTY - NEW CLASSIC BASIC LEATHER,MVR 3090.00,scraped_images_veligaa\08269.jpg
14741,KNIPEX TOOL BOX COMPLETE,MVR 21385.00,scraped_images_veligaa\14741.jpg
08271,KNIPEX TOOLS BAG EMPTY,MVR 1190.00,scraped_images_veligaa\08271.jpg
12437,YATO COMPASS SAW,MVR 80.00,scraped_images_veligaa\12437.jpg
13688,YATO CONCRETE VIBRATOR WITH SHAFT 2300W,MVR 4275.00,scraped_images_veligaa\13688.jpg
12998,YATO CRIMPING PLIER 0.2-6MM2 YT-2305,MVR 495.00,scraped_images_veligaa\12998.jpg
12296,YATO CRIMPING PLIER,MVR 825.00,scraped_images_veligaa\12296.jpg
12297,YATO CRIMPING PLIER YT-2283,MVR 705.00,scraped_images_veligaa\12297.jpg
12306,YATO CRIMPING PLIER YT-2254,MVR 155.00,scraped_images_veligaa\12306.jpg
14930,YATO CRIMPING PLIER FOR PEX-AL-PEX,MVR 2970.00,scraped_images_veligaa\14930.jpg
13068,YATO CRIMPING PLIER YT-2243,MVR 645.00,scraped_images_veligaa\13068.jpg
10006,KNIPEX TOOLS BELT POUCH FOR PLIERS,MVR 270.00,scraped_images_veligaa\10006.jpg
14742,KNIPEX TT SCREWGATE CARABINER SET,MVR 555.00,scraped_images_veligaa\14742.jpg
06476,KNIPEX TWIN FORCE PLIER,MVR 1245.00,scraped_images_veligaa\06476.jpg
06490,KNIPEX TWINKEY PANEL KEY,MVR 765.00,scraped_images_veligaa\06490.jpg
10970,KNIPEX TWISTCUT CORRUGATED PIPE CUTTER WITH STRIPPER,MVR 670.00,scraped_images_veligaa\10970.jpg
08297,KNIPEX UNIVERSAL DISMANTLING TOOL,MVR 860.00,scraped_images_veligaa\08297.jpg
08303,KNIPEX UNIVERSAL GRIP PLIER 10 INCH,MVR 530.00,scraped_images_veligaa\08303.jpg
08250,KNIPEX VDE CROSS SLOT SCREWDRIVER,MVR 160.00,scraped_images_veligaa\08250.jpg
08248,KNIPEX VDE SCREWDRIVER SET 6PCS,MVR 1245.00,scraped_images_veligaa\08248.jpg
06458,KNIPEX WELDING GRIP PLIER 280MM,MVR 800.00,scraped_images_veligaa\06458.jpg
14738,KNIPEX WIRE ROPE CUTTER 160MM,MVR 765.00,scraped_images_veligaa\14738.jpg
06442,KNIPEX X-CUT DIAGONAL CUTTER 160mm,MVR 1085.00,scraped_images_veligaa\06442.jpg
10982,KNIPEX X-CUT DIAGONAL CUTTER,MVR 1130.00,scraped_images_veligaa\10982.jpg
06491,WERA 334/6 RACK SCREWDRIVER SET,MVR 825.00,scraped_images_veligaa\06491.jpg
06528,WERA 350 PHILIPS SCREWDRIVER SD,MVR 210.00,scraped_images_veligaa\06528.jpg
08425,WERA 367 HF TX TORX HF SCREWDRIVER WITH HOLDING FUNCTION,MVR 165.00,scraped_images_veligaa\08425.jpg
08428,WERA FLEXIBLE SHAFT NUTSPINNER,MVR 375.00,scraped_images_veligaa\08428.jpg
08431,WERA 489 R T-HANDLE RAPIDADAPTOR,MVR 435.00,scraped_images_veligaa\08431.jpg
08494,WERA 7006 E 80-400NM TORQUE WRENCH 3/4'',MVR 8555.00,scraped_images_veligaa\08494.jpg
08496,WERA TORQUE SCREWDRIVER,MVR 1665.00,scraped_images_veligaa\08496.jpg
08390,WERA 80 RA VARIO RATCHET SCREWDRIVER,MVR 530.00,scraped_images_veligaa\08390.jpg
08495,WERA 8000 A ZYKLOP RATCHET SET SPEED 1/4'',MVR 1425.00,scraped_images_veligaa\08495.jpg
06505,WERA 8002 C KOLOSS 1/2'' RATCHET HAMMER,MVR 2255.00,scraped_images_veligaa\06505.jpg
08258,WERA 8003 B ZYKLOP RATCHET METAL 3/8'',MVR 1665.00,scraped_images_veligaa\08258.jpg
08259,WERA 8004 B ZYKLOP RATCHET METAL 3/8'',MVR 1115.00,scraped_images_veligaa\08259.jpg
06498,WERA 8100 SA 8 ZYKLOP RATCHET SET METAL METRIC 1/4'',MVR 2080.00,scraped_images_veligaa\06498.jpg
10987,WERA 8100 SA ALL-IN ZYKLOP SPEED RATCHET SET METRIC 1/4'',MVR 5940.00,scraped_images_veligaa\10987.jpg
12999,YATO INTERCHANGEABLE CRIMPING PLIER SET,MVR 1960.00,scraped_images_veligaa\12999.jpg
12309,YATO CRIMPING PLIER YT-22422,MVR 520.00,scraped_images_veligaa\12309.jpg
14869,YATO CROSS RIM WRENCH,MVR 200.00,scraped_images_veligaa\14869.jpg
10986,WERA 8100 SB VDE 1 ZYKLOP RATCHET SET INSULATED METRIC 3/8'',MVR 8555.00,scraped_images_veligaa\10986.jpg
06501,WERA ZYKLOP RATCHET SET SPEED METRIC 1/4'',MVR 2970.00,scraped_images_veligaa\06501.jpg
06502,WERA 8100SB6 ZYKLOP RATCHET SET SPEED METRIC 3/8'',MVR 3325.00,scraped_images_veligaa\06502.jpg
17584,YATO CUTTER KNIFE,MVR 50.00,scraped_images_veligaa\17584.jpg
08811,YATO CUTTER KNIFE YT-7508,MVR 90.00,scraped_images_veligaa\08811.jpg
13081,YATO CUTTER KNIFE YT-7507,MVR 40.00,scraped_images_veligaa\13081.jpg
12657,YATO CUTTER KNIFE YT-75072,MVR 30.00,scraped_images_veligaa\12657.jpg
12452,YATO CUTTER KNIFE YT-7510,MVR 110.00,scraped_images_veligaa\12452.jpg
06499,WERA 8100SB8 ZYKLOP RATCHET SET METAL METRIC 3/8'',MVR 3150.00,scraped_images_veligaa\06499.jpg
12816,YATO CUTTER KNIFE YT-75101,MVR 75.00,scraped_images_veligaa\12816.jpg
06503,WERA 8100SC6 ZYKLOP RATCHET SET SPEED METRIC 1/2'',MVR 4395.00,scraped_images_veligaa\06503.jpg
16962,YATO CUTTER KNIFE YT-7523,MVR 110.00,scraped_images_veligaa\16962.jpg
13056,YATO CUTTER KNIFE BLADE 18MM,MVR 5.00,scraped_images_veligaa\13056.jpg
06500,WERA 8100SC8 ZYKLOP RATCHET SET METAL METRIC 1/2'',MVR 3565.00,scraped_images_veligaa\06500.jpg
12450,YATO CUTTER KNIFE BLADE 25MM,MVR 10.00,scraped_images_veligaa\12450.jpg
08432,WERA 817 VDE KRAFTFORM BLADE HOLDING HANDLE,MVR 425.00,scraped_images_veligaa\08432.jpg
08391,WERA 82 PH2 COMBINATION BLADE FOR SLOTTED/PHILIPS SCREWS 1.0X6.0X175MM,MVR 210.00,scraped_images_veligaa\08391.jpg
11062,WERA TAP BIT SET 7PCS,MVR 2970.00,scraped_images_veligaa\11062.jpg
08433,WERA 849 HSS TWIST WOOD DRILL BIT,MVR 195.00,scraped_images_veligaa\08433.jpg
06509,WERA 851/1 Z PH2 SCREWDRIVER BITS,MVR 60.00,scraped_images_veligaa\06509.jpg
08439,WERA 851/23 PH 2 x 65MM BIT FOR PHILIPS SCREWS,MVR 45.00,scraped_images_veligaa\08439.jpg
11060,WERA 851/4 IMP DC PH2 x 50MM SCREWDRIVER BITS,MVR 145.00,scraped_images_veligaa\11060.jpg
08440,WERA 889/4 R RAPIDADAPTOR UNIVERSAL BIT HOLDER,MVR 505.00,scraped_images_veligaa\08440.jpg
08442,WERA 897/4 R RAPIDADAPTOR BITORSION UNIVERSAL BIT HOLDER,MVR 460.00,scraped_images_veligaa\08442.jpg
08443,WERA 919 PH GR.1+2 OFFSET SCREWDRIVER,MVR 165.00,scraped_images_veligaa\08443.jpg
08444,WERA SLOTTED OFFSET SCREWDRIVER,MVR 190.00,scraped_images_veligaa\08444.jpg
08446,WERA 950 HEX-PLUS SW L-KEY METRIC ALLEN KEY,MVR 15.00,scraped_images_veligaa\08446.jpg
06507,WERA 950 PKL/13 SZN IMPERIAL ALLEN KEY HEX SET,MVR 645.00,scraped_images_veligaa\06507.jpg
06506,WERA 950 PKL/9 BMN METRIC ALLEN KEY SET,MVR 445.00,scraped_images_veligaa\06506.jpg
08471,WERA METRIC ALLEN KEY SET 9PCS BALL POINT,MVR 660.00,scraped_images_veligaa\08471.jpg
08472,WERA 950 SPKL/9 SM N MULTICOLOR METRIC ALLEN KEY SET 9PCS BALL POINT,MVR 870.00,scraped_images_veligaa\08472.jpg
08468,WERA 950/9 BM N METRIC ALLEN KEY SET 9PCS,MVR 260.00,scraped_images_veligaa\08468.jpg
08474,WERA 967 TX TORX L-KEY,MVR 45.00,scraped_images_veligaa\08474.jpg
12685,YATO DIAMOND NEEDLE FILE SET,MVR 90.00,scraped_images_veligaa\12685.jpg
10990,WERA 967/9 TX XL MULTICOLOR HF 1 L-KEY SET WITH HOLDING FUNCTION LONG 9PCS,MVR 905.00,scraped_images_veligaa\10990.jpg
10988,WERA BELT A IMPERIAL  BIT SET HEX WITH HOLDING FUNCTION,MVR 1605.00,scraped_images_veligaa\10988.jpg
10989,WERA BELT  SOCKET SET WITH HOLDING FUNCTION,MVR 1545.00,scraped_images_veligaa\10989.jpg
11000,WERA BIT-CHECK 30 BITORSION 1 BIT ASSORTMENT,MVR 1245.00,scraped_images_veligaa\11000.jpg
10997,WERA BIT-CHECK 30 METAL 1 BIT ASSORTMENT,MVR 460.00,scraped_images_veligaa\10997.jpg
10999,WERA BIT-CHECK 30 TX UNIVERSAL 1 BIT ASSORTMENT,MVR 460.00,scraped_images_veligaa\10999.jpg
06532,WERA JOKER 11PCS METRIC SET,MVR 6770.00,scraped_images_veligaa\06532.jpg
08353,WERA JOKER DOUBLE OPEN ENDED WRENCH,MVR 440.00,scraped_images_veligaa\08353.jpg
08355,WERA JOKER RATCHETING COMBINATION WRENCH,MVR 400.00,scraped_images_veligaa\08355.jpg
14754,WERA JOKER WRENCH SET 4PCS,MVR 2255.00,scraped_images_veligaa\14754.jpg
14755,WERA JOKER SWITCH 11PCS SET FOR RATCHETING COMB. WRENCHES,MVR 8315.00,scraped_images_veligaa\14755.jpg
08366,WERA KK 10 SCREWDRIVER WITH 10PCS,MVR 810.00,scraped_images_veligaa\08366.jpg
08371,WERA BITS ASSORTMENT SET WITH 52PCS,MVR 2435.00,scraped_images_veligaa\08371.jpg
08367,WERA KK 20 A SCREWDRIVER WITH 7PCS,MVR 1305.00,scraped_images_veligaa\08367.jpg
14756,WERA KK 27 RA 1 COMBI-RATCHET DRIVER,MVR 965.00,scraped_images_veligaa\14756.jpg
12675,YATO DIESEL ENGINE SET,MVR 555.00,scraped_images_veligaa\12675.jpg
08368,WERA KK 41 SCREWDRIVER WITH 11PCS,MVR 1130.00,scraped_images_veligaa\08368.jpg
12838,YATO DIGITAL MICROMETER,MVR 1425.00,scraped_images_veligaa\12838.jpg
08370,WERA KK 60 RA IMPERIAL SCREWDRIVER WITH 17PCS,MVR 1900.00,scraped_images_veligaa\08370.jpg
08369,WERA KK 60 STAINLESS SCREWDRIVER WITH 17PCS,MVR 1840.00,scraped_images_veligaa\08369.jpg
08375,WERA SCREW BLADE FOR HANDLE SLOTTED,MVR 75.00,scraped_images_veligaa\08375.jpg
08381,WERA SLIM SCREW BLADE FOR HANDLE SLOTTED,MVR 90.00,scraped_images_veligaa\08381.jpg
08385,WERA KK 67i VDE BLADE FOR HANDLE TORX TX,MVR 105.00,scraped_images_veligaa\08385.jpg
11064,WERA UNIVERSAL BITS ASSORTMENT 32PCS,MVR 2375.00,scraped_images_veligaa\11064.jpg
10992,WERA KK MICOR 11 ELECTRONICS 1 SCREWDRIVER SET,MVR 2255.00,scraped_images_veligaa\10992.jpg
08372,WERA KK PISTOL RA WITH 7PCS & RATCHET FUNCTION,MVR 1365.00,scraped_images_veligaa\08372.jpg
08373,WERA KK SH 1 PLUMBKIT SET,MVR 3565.00,scraped_images_veligaa\08373.jpg
06496,WERA KK VDE 60 i/62 i/65 i/18 IN POUCH INTERCHANGEABLE SCREW DRIVERS,MVR 2255.00,scraped_images_veligaa\06496.jpg
10929,YATO DIGITAL SOLDERING IRON STATION,MVR 2615.00,scraped_images_veligaa\10929.jpg
06495,WERA KK VDE 60 i/7 IN POUCH INTERCHANGEABLE SCREW,MVR 1225.00,scraped_images_veligaa\06495.jpg
03120,YATO DIGITAL VERNIER CALIPER,MVR 940.00,scraped_images_veligaa\03120.jpg
08374,WERA KK W 1 MAINTENANCE SET,MVR 4040.00,scraped_images_veligaa\08374.jpg
08389,WERA MINI RATCHET BIT SET,MVR 905.00,scraped_images_veligaa\08389.jpg
06504,WERA TOOL CHECK PLUS,MVR 2375.00,scraped_images_veligaa\06504.jpg
10995,WERA WERA 2GO 1 TOOL CARRIER,MVR 790.00,scraped_images_veligaa\10995.jpg
10994,WERA  2GO 2 TOOL CONTAINER,MVR 3445.00,scraped_images_veligaa\10994.jpg
14872,YATO DISTANCE MEASURING WHEEL,MVR 905.00,scraped_images_veligaa\14872.jpg
13691,YATO DOUBLE EDGE TRIMMER 13-25MM YT-5710,MVR 90.00,scraped_images_veligaa\13691.jpg
12263,YATO DOUBLE FLEXIBLE SOCKET WRENCH SET,MVR 1060.00,scraped_images_veligaa\12263.jpg
