sku,product_name,price,local_image_filename
09921,DESIGN TILE HC02 98 X 162MM LIGHT YELLOW GLOSSY CONCAVE,MVR 10.00,scraped_images_veligaa\09921.jpg
09922,DESIGN TILE HC03 98 X 162MM LIGHT YELLOW GLOSSY CONCAVE,MVR 10.00,scraped_images_veligaa\09922.jpg
09923,DESIGN TILE HC06 98 X 162MM LIGHT GREY GLOSSY CONCAVE,MVR 10.00,scraped_images_veligaa\09923.jpg
09916,DESIGN TILE HGC01 115 X 130MM WHITE MATT CONCAVE,MVR 10.00,scraped_images_veligaa\09916.jpg
09917,DESIGN TILE HGC02 115 X 130MM LIGHT YELLOW MATT CONCAVE,MVR 10.00,scraped_images_veligaa\09917.jpg
09918,DESIGN TILE HGC06 115 X 130MM LIGHT GREY MATT CONCAVE,MVR 10.00,scraped_images_veligaa\09918.jpg
09928,DESIGN TILE M01 130 X 150MM WHITE WAVE GLOSSY,MVR 15.00,scraped_images_veligaa\09928.jpg
09929,DESIGN TILE M02 130 X 150MM LIGHT YELLOW WAVE GLOSSY,MVR 15.00,scraped_images_veligaa\09929.jpg
09930,DESIGN TILE M06 130 X 150MM LIGHT GREY WAVE GLOSSY,MVR 15.00,scraped_images_veligaa\09930.jpg
09915,DESIGN TILE RG-628 160 X 200MM BLACK GLOSSY,MVR 10.00,scraped_images_veligaa\09915.jpg
09924,DESIGN TILE YA01 75 X 150MM WHITE GLOSSY,MVR 10.00,scraped_images_veligaa\09924.jpg
09925,DESIGN TILE YB01 75 X 150MM WHITE GLOSSY,MVR 10.00,scraped_images_veligaa\09925.jpg
09927,DESIGN TILE YC01 75 X 150MM WHITE GLOSSY,MVR 10.00,scraped_images_veligaa\09927.jpg
09926,DESIGN TILE YD01 75 X 150MM WHITE GLOSSY,MVR 10.00,scraped_images_veligaa\09926.jpg
19319,CHALAWAN TILE GROUT 1KG,MVR 20.00,scraped_images_veligaa\19319.jpg
18664,TILE TRIM NB,MVR 15.00,scraped_images_veligaa\18664.jpg
19689,TILE WALL/FLOOR 30CM X 60CM 3619B POLISHED,MVR 40.00,scraped_images_veligaa\19689.jpg
19574,TILE WALL/FLOOR 30CM X 60CM 3601AP [PRESS EDGE],MVR 45.00,scraped_images_veligaa\19574.jpg
06559,MOSAIC TILE,MVR 140.00,scraped_images_veligaa\06559.jpg
19544,SINTERED STONE SHEET,MVR 3210.00,scraped_images_veligaa\19544.jpg
20850,YATO TILE CUTTING ALUMINIUM RAIL 320MM,MVR 5585.00,scraped_images_veligaa\20850.jpg
18820,WALL TILE 30x60CM JZ866901N2,MVR 45.00,scraped_images_veligaa\18820.jpg
21442,TILE WOOD TEXTURE,MVR 90.00,scraped_images_veligaa\21442.jpg
21952,TILE WALL 30CM X 60CM GLAZED WHITE,MVR 45.00,scraped_images_veligaa\21952.jpg
05142,TILE WALL/FLOOR 30CM X 60CM 3604A,MVR 45.00,scraped_images_veligaa\05142.jpg
20520,TILE FLOOR 30CM X 30CM N3005,MVR 10.00,scraped_images_veligaa\20520.jpg
18825,TILE PORCELAIN 60CM X 120CM,MVR 530.00,scraped_images_veligaa\18825.jpg
18826,TILE PORCELAIN 60CM X 120CM,MVR 530.00,scraped_images_veligaa\18826.jpg
18823,TILE PORCELAIN 60CM X 120CM,MVR 530.00,scraped_images_veligaa\18823.jpg
18828,TILE PORCELAIN 60CM X 120CM,MVR 530.00,scraped_images_veligaa\18828.jpg
23190,TILE WITH STAIR CASE NOSING RUSTIC,MVR 65.00,scraped_images_veligaa\23190.jpg
23191,TILE FLOOR 20CM X 60CM RUSTIC,MVR 35.00,scraped_images_veligaa\23191.jpg
23192,TILE SKIRTING 7.5CM X 60CM RUSTIC,MVR 20.00,scraped_images_veligaa\23192.jpg
23186,TILE WITH STAIR CASE NOSING  RUSTIC,MVR 65.00,scraped_images_veligaa\23186.jpg
23187,TILE FLOOR 20CM X 60CM RUSTIC,MVR 35.00,scraped_images_veligaa\23187.jpg
07381,TILE WITH STAIRCASE NOSING PORCELAIN,MVR 75.00,scraped_images_veligaa\07381.jpg
24051,UV MARBLE SHEET WHITE,MVR 790.00,scraped_images_veligaa\24051.jpg
24052,UV MARBLE SHEET WHITE & GREY,MVR 790.00,scraped_images_veligaa\24052.jpg
24053,UV MARBLE SHEET BLACK,MVR 790.00,scraped_images_veligaa\24053.jpg
24054,UV MARBLE SHEET GREY,MVR 790.00,scraped_images_veligaa\24054.jpg
12724,YATO BLIND RIVETS ASSORTMENT,MVR 130.00,scraped_images_veligaa\12724.jpg
12725,YATO COPPER WASHERS ASSORTMENT,MVR 295.00,scraped_images_veligaa\12725.jpg
12718,YATO E-RING CIRCLIPS ASSORTMENT,MVR 140.00,scraped_images_veligaa\12718.jpg
12722,YATO EXTERNAL CIRCLIP ASSORTMENT,MVR 155.00,scraped_images_veligaa\12722.jpg
12726,YATO EXTERNAL SPLIT PINS ASSORTMENT,MVR 175.00,scraped_images_veligaa\12726.jpg
12723,YATO HEX NUT ASSORTMENTS SET,MVR 130.00,scraped_images_veligaa\12723.jpg
14788,YATO HOSE CLAMP ASSORTMENT,MVR 130.00,scraped_images_veligaa\14788.jpg
12721,YATO INTERNAL CIRCLIP ASSORTMENT,MVR 140.00,scraped_images_veligaa\12721.jpg
12785,"YATO METRIC NUTS, BOLTS & SCREWS ASSORTMENT",MVR 140.00,scraped_images_veligaa\12785.jpg
10944,YATO GI NUTS ASSORTMENTS SET,MVR 175.00,scraped_images_veligaa\10944.jpg
10945,YATO SS NUTS ASSORTMENTS SET,MVR 210.00,scraped_images_veligaa\10945.jpg
12729,YATO O-RING ASSORTMENT,MVR 225.00,scraped_images_veligaa\12729.jpg
12792,YATO O-RING ASSORTMENT FOR AC,MVR 390.00,scraped_images_veligaa\12792.jpg
12730,YATO O-RING ASSORTMENT YT-06877,MVR 105.00,scraped_images_veligaa\12730.jpg
10943,YATO RUBBER RING GROMMETS SET,MVR 130.00,scraped_images_veligaa\10943.jpg
15743,VOREL CABLE TIE 500MM X 8MM 50PCS/PKT,MVR 270.00,scraped_images_veligaa\15743.jpg
15746,VOREL CABLE TIE 100PCS/PKT BLACK,MVR 15.00,scraped_images_veligaa\15746.jpg
15753,VOREL CABLE TIE 100PCS/PKT WHITE,MVR 15.00,scraped_images_veligaa\15753.jpg
02461,TAPPING SCREWS SS JF+,MVR 0.00,scraped_images_veligaa\02461.jpg
00324,SELF TAPPING SCREW GI JF+,MVR 0.00,scraped_images_veligaa\00324.jpg
00312,SELF DRILLING SCREW METAL,MVR 0.00,scraped_images_veligaa\00312.jpg
00342,SELF DRILLING SCREW WOOD,MVR 0.00,scraped_images_veligaa\00342.jpg
08943,SELF DRILLING SCREW ZINC PHILIPS WAFER #8 XXSF,MVR 0.00,scraped_images_veligaa\08943.jpg
05782,SS 304 SELF DRILLING SCREW WOOD,MVR 5.00,scraped_images_veligaa\05782.jpg
14960,SS LAG SCREW HEX HEAD 4'',MVR 25.00,scraped_images_veligaa\14960.jpg
14958,SS SELF DRILLING SCREW WOOD HEX HEAD 3'' M10,MVR 15.00,scraped_images_veligaa\14958.jpg
00232,HEX BOLT SS,MVR 0.00,scraped_images_veligaa\00232.jpg
15192,GI HEX NUT,MVR 0.00,scraped_images_veligaa\15192.jpg
01978,HEX NUT SS,MVR 0.00,scraped_images_veligaa\01978.jpg
00931,WIRE NAIL - 1 KG,MVR 35.00,scraped_images_veligaa\00931.jpg
00959,CONCRETE NAIL BLACK - BOX,MVR 10.00,scraped_images_veligaa\00959.jpg
05083,CONCRETE NAIL WHITE - 1KG,MVR 70.00,scraped_images_veligaa\05083.jpg
15193,GI WASHER,MVR 0.00,scraped_images_veligaa\15193.jpg
01979,FLAT WASHER SS,MVR 0.00,scraped_images_veligaa\01979.jpg
02780,KABEELAA WASHER,MVR 530.00,scraped_images_veligaa\02780.jpg
05156,SPRING WASHER SS,MVR 0.00,scraped_images_veligaa\05156.jpg
00351,SPRING WASHER GI,MVR 120.00,scraped_images_veligaa\00351.jpg
02337,BOAT NAIL - 1KG,MVR 40.00,scraped_images_veligaa\02337.jpg
00354,LAG SCREW SS,MVR 25.00,scraped_images_veligaa\00354.jpg
00290,CABLE TIE  WHITE,MVR 0.00,scraped_images_veligaa\00290.jpg
08230,CABLE TIE BLACK,MVR 0.00,scraped_images_veligaa\08230.jpg
14556,AMIG PAN HEAD S.DRILL SCREW,MVR 15.00,scraped_images_veligaa\14556.jpg
14573,AMIG PHIL.SCREW DIN 7985,MVR 25.00,scraped_images_veligaa\14573.jpg
14605,AMIG PHILLIPS SCREW DIN 965,MVR 15.00,scraped_images_veligaa\14605.jpg
14394,AMIG SCREW & NUT,MVR 10.00,scraped_images_veligaa\14394.jpg
14401,AMIG SCREW ANTI-THEFT 6000,MVR 5.00,scraped_images_veligaa\14401.jpg
14600,AMIG SCREW DIN 965 + WASHER 934 + NUT 125,MVR 15.00,scraped_images_veligaa\14600.jpg
14620,AMIG SCREW FOR KNOBS,MVR 15.00,scraped_images_veligaa\14620.jpg
11663,AMIG FURNITURE FOUR CLAW NUT MOD.130,MVR 0.00,scraped_images_veligaa\11663.jpg
11660,AMIG FURNITURE SCREW CONNECTING DOWEL MOD.120,MVR 0.00,scraped_images_veligaa\11660.jpg
11651,AMIG FURNITURE SCREW CONNECTING DOWEL MOD.60,MVR 0.00,scraped_images_veligaa\11651.jpg
11661,AMIG FURNITURE SCREW CONNECTING DOWEL MOD.50,MVR 0.00,scraped_images_veligaa\11661.jpg
11655,AMIG FURNITURE SPLINT FITTING M35,MVR 5.00,scraped_images_veligaa\11655.jpg
11654,AMIG FURNITURE SPLINT FITTINGS M.30 ZAMAK,MVR 0.00,scraped_images_veligaa\11654.jpg
11653,AMIG FURNITURE SPLINT FITTINGS MOD.41 BROWN,MVR 5.00,scraped_images_veligaa\11653.jpg
11652,AMIG FURNITURE SPLINT FITTINGS MOD.41 WHITE,MVR 5.00,scraped_images_veligaa\11652.jpg
11718,AMIG HEIGHT ADJUSTER SCREW FOR TABLE LEGS 3-4,MVR 10.00,scraped_images_veligaa\11718.jpg
14565,AMIG HEX WASHER HEAD S.DRILL SCREW,MVR 15.00,scraped_images_veligaa\14565.jpg
14591,AMIG HEX.BOLT DIN 933 + WASHER 125 + NUT 934,MVR 15.00,scraped_images_veligaa\14591.jpg
02375,CAP NUT SS,MVR 5.00,scraped_images_veligaa\02375.jpg
03212,ALLEN BOLT SS,MVR 5.00,scraped_images_veligaa\03212.jpg
03222,ALLEN SCREW SS,MVR 5.00,scraped_images_veligaa\03222.jpg
03006,SS WELDED EYE BOLT,MVR 90.00,scraped_images_veligaa\03006.jpg
02988,SDS DRY WALL BLACK SCREW,MVR 0.00,scraped_images_veligaa\02988.jpg
00626,DRY WALL SCREW BLACK,MVR 0.00,scraped_images_veligaa\00626.jpg
00286,BRASS WOOD SCREW,MVR 0.00,scraped_images_veligaa\00286.jpg
01266,PAN SS SELF TAPPING SCREW,MVR 0.00,scraped_images_veligaa\01266.jpg
03284,NYLOCK NUT SS,MVR 5.00,scraped_images_veligaa\03284.jpg
17637,AMIG BRASS PLATED NAIL 10mm,MVR 75.00,scraped_images_veligaa\17637.jpg
05308,GYPSUM PLUG 8MM,MVR 0.00,scraped_images_veligaa\05308.jpg
12874,YATO DISPOSABLE DUST MASK YT-7485,MVR 50.00,scraped_images_veligaa\12874.jpg
12869,YATO DISPOSABLE DUST MASK YT-7487,MVR 50.00,scraped_images_veligaa\12869.jpg
12873,YATO DISPOSABLE DUST MASK WITH VALVE YT-74951,MVR 15.00,scraped_images_veligaa\12873.jpg
13003,YATO DISPOSABLE DUST MASK WITH VALVE YT-74954,MVR 15.00,scraped_images_veligaa\13003.jpg
12876,YATO EAR MUFF YT-7463,MVR 120.00,scraped_images_veligaa\12876.jpg
14883,YATO EAR PLUG,MVR 45.00,scraped_images_veligaa\14883.jpg
04856,YATO EAR PLUG WITH CORD,MVR 20.00,scraped_images_veligaa\04856.jpg
12734,YATO GEL KNEE PADS YT-7461,MVR 320.00,scraped_images_veligaa\12734.jpg
14322,BRENNENSTUHL SMOKE DETECTOR RM L 3100,MVR 555.00,scraped_images_veligaa\14322.jpg
14323,BRENNENSTUHL SMOKE DETECTOR RM C9010,MVR 200.00,scraped_images_veligaa\14323.jpg
14325,BRENNENSTUHL FIRE BLANKET 120X120CM BLD-02,MVR 270.00,scraped_images_veligaa\14325.jpg
01101,FLUKE INSULATION MULTIMETER 1587,MVR 40390.00,scraped_images_veligaa\01101.jpg
12733,YATO LED HEAD LAMP,MVR 295.00,scraped_images_veligaa\12733.jpg
10499,UNI-T VOLTAGE & CONTINUITY TESTER UT18D,MVR 1425.00,scraped_images_veligaa\10499.jpg
15736,YATO SAFETY HARNESS,MVR 765.00,scraped_images_veligaa\15736.jpg
13696,YATO SAFETY HARNESS,MVR 410.00,scraped_images_veligaa\13696.jpg
15719,VOREL RAIN COAT YELLOW,MVR 235.00,scraped_images_veligaa\15719.jpg
12466,YATO SAFETY GLASSES YT-7364,MVR 120.00,scraped_images_veligaa\12466.jpg
15721,VOREL RAIN COAT CAMO,MVR 375.00,scraped_images_veligaa\15721.jpg
15667,"VOREL RATCHET TIE DOWN, 2 HOOKS #82351",MVR 90.00,scraped_images_veligaa\15667.jpg
12462,YATO SAFETY GLASSES YT-7366,MVR 90.00,scraped_images_veligaa\12462.jpg
12465,YATO SAFETY GLASSES YT-73744,MVR 140.00,scraped_images_veligaa\12465.jpg
12468,YATO SAFETY GLASSES YT-7360,MVR 75.00,scraped_images_veligaa\12468.jpg
12467,YATO SAFETY GLASSES YT-7361,MVR 75.00,scraped_images_veligaa\12467.jpg
12464,YATO SAFETY GLASSES YT-7363,MVR 105.00,scraped_images_veligaa\12464.jpg
12461,YATO SAFETY GLASSES YT-7365,MVR 90.00,scraped_images_veligaa\12461.jpg
12463,YATO SAFETY GLASSES  YT-7367,MVR 90.00,scraped_images_veligaa\12463.jpg
05494,YATO SAFETY GLASSES YT-7362,MVR 70.00,scraped_images_veligaa\05494.jpg
00170,COTTON GLOVES WHITE,MVR 5.00,scraped_images_veligaa\00170.jpg
00171,COTTON GLOVES GREY,MVR 5.00,scraped_images_veligaa\00171.jpg
06585,RUBBER GLOVES YELLOW,MVR 25.00,scraped_images_veligaa\06585.jpg
00172,RUBBER GLOVES BLUE,MVR 25.00,scraped_images_veligaa\00172.jpg
06588,RUBBER GLOVES GREEN,MVR 25.00,scraped_images_veligaa\06588.jpg
03109,RUBBER GLOVES SUN,MVR 25.00,scraped_images_veligaa\03109.jpg
16752,RUBBER GLOVES HEAVY DUTY LARGE SUN,MVR 50.00,scraped_images_veligaa\16752.jpg
02964,ELECTRICAL RUBBER GLOVES BLACK,MVR 390.00,scraped_images_veligaa\02964.jpg
05492,YATO SAFETY GLASSES YT-7368,MVR 105.00,scraped_images_veligaa\05492.jpg
05493,YATO SAFETY GLASSES YT-7374,MVR 175.00,scraped_images_veligaa\05493.jpg
12458,YATO SAFETY GOGGLE YT-7381,MVR 85.00,scraped_images_veligaa\12458.jpg
17850,HEXAGON NET PVC BLACK,MVR 10.00,scraped_images_veligaa\17850.jpg
17844,HEXAGON NET PVC GREEN,MVR 10.00,scraped_images_veligaa\17844.jpg
01771,SHADE NET,MVR 1365.00,scraped_images_veligaa\01771.jpg
09062,IRWIN WORK GLOVES CARPENTER,MVR 645.00,scraped_images_veligaa\09062.jpg
12460,YATO SAFETY GOGGLE YT-7380,MVR 80.00,scraped_images_veligaa\12460.jpg
15738,YATO SAFETY SHOES BLACK,MVR 530.00,scraped_images_veligaa\15738.jpg
07507,RHODIUS SAFETY GOGGLE SE10,MVR 285.00,scraped_images_veligaa\07507.jpg
07508,RHODIUS LEATHER GLOVE SE30,MVR 155.00,scraped_images_veligaa\07508.jpg
07506,RHODIUS EAR MUFF SE20,MVR 825.00,scraped_images_veligaa\07506.jpg
07509,RHODIUS DUST MASK WITH EXPIRATION VALVE SE40,MVR 200.00,scraped_images_veligaa\07509.jpg
11563,AMIG DIGITAL DOOR VIEWER SILVER,MVR 2020.00,scraped_images_veligaa\11563.jpg
11558,AMIG DOOR CHAIN GUARD 1,MVR 155.00,scraped_images_veligaa\11558.jpg
11858,AMIG SAFE BOX TENAZ,MVR 940.00,scraped_images_veligaa\11858.jpg
17668,AMIG SAFETY CORNER GUARD CS500,MVR 60.00,scraped_images_veligaa\17668.jpg
17669,AMIG SAFETY CORNER GUARD CS502,MVR 60.00,scraped_images_veligaa\17669.jpg
17671,AMIG SAFETY CORNER GUARD CS503,MVR 130.00,scraped_images_veligaa\17671.jpg
17672,AMIG SAFETY EDGE/CORNER GUARD CS504,MVR 155.00,scraped_images_veligaa\17672.jpg
17673,AMIG SAFETY LOCK LONG CS505,MVR 50.00,scraped_images_veligaa\17673.jpg
17674,AMIG SAFETY LOCK SHORT CS506,MVR 50.00,scraped_images_veligaa\17674.jpg
17679,AMIG WINDOW LOCK CS511,MVR 40.00,scraped_images_veligaa\17679.jpg
17677,AMIG FRONT SAFETY LOCK CS509,MVR 65.00,scraped_images_veligaa\17677.jpg
17678,AMIG INNER SAFETY LOCK CS510,MVR 45.00,scraped_images_veligaa\17678.jpg
13034,YATO SAFETY SHOES LOW CUT - PUEBLE,MVR 645.00,scraped_images_veligaa\13034.jpg
12523,YATO SAFETY HELMET,MVR 105.00,scraped_images_veligaa\12523.jpg
03736,KINGS SAFETY SHOES LOW CUT KWS800 BLACK,MVR 765.00,scraped_images_veligaa\03736.jpg
02133,SAFETY BELT BEC NP737,MVR 265.00,scraped_images_veligaa\02133.jpg
05719,SAFETY HARNESS FULL BODY WITH DOUBLE BELT GREEN KARAM,MVR 2020.00,scraped_images_veligaa\05719.jpg
03605,RAIN COAT NAVY BLUE 1PC,MVR 295.00,scraped_images_veligaa\03605.jpg
10478,RAIN COAT NAVY BLUE 2PC,MVR 330.00,scraped_images_veligaa\10478.jpg
16795,GARDEN NET PVC COATED GREEN,MVR 50.00,scraped_images_veligaa\16795.jpg
06203,ALUMINIUM FENCING GRILL 1.2M WIDE,MVR 295.00,scraped_images_veligaa\06203.jpg
00678,BRASS TOWER BOLT,MVR 30.00,scraped_images_veligaa\00678.jpg
04927,BRASS TOWER BOLT CARLTON,MVR 60.00,scraped_images_veligaa\04927.jpg
04678,FENCE NET GREEN GI PVC COATED,MVR 2365.00,scraped_images_veligaa\04678.jpg
19681,ALUMINIUM SECURITY GRILL WINDOW - HIYA,MVR 2375.00,scraped_images_veligaa\19681.jpg
05623,FIRE RETARDENT OVERALL - ORANGE,MVR 645.00,scraped_images_veligaa\05623.jpg
02110,WARNING TAPE YELLOW WITH CAUTION LABEL,MVR 225.00,scraped_images_veligaa\02110.jpg
13085,YATO WORK JACKET,MVR 495.00,scraped_images_veligaa\13085.jpg
08785,LOCTITE LEAK DETECTOR SPRAY 400ML SF7100,MVR 375.00,scraped_images_veligaa\08785.jpg
05740,TRAFFIC CONE 50CM RED,MVR 410.00,scraped_images_veligaa\05740.jpg
09030,ROOFING NET PVC,MVR 10690.00,scraped_images_veligaa\09030.jpg
21037,SAFETY JACKET YELLOW,MVR 85.00,scraped_images_veligaa\21037.jpg
14101,GASOLINE FINDING (GUAGING) PASTE 2.25OZ KOLOR KUT,MVR 210.00,scraped_images_veligaa\14101.jpg
22378,WEICON SMOKE DETECTOR TEST SPRAY 150ML,MVR 235.00,scraped_images_veligaa\22378.jpg
22379,WEICON LEAK DETECTION SPRAY 400ML,MVR 80.00,scraped_images_veligaa\22379.jpg
21957,COVERGUARD GLOVES EUROLITE 13P110 BLACK POLYESTER S-8,MVR 25.00,scraped_images_veligaa\21957.jpg
21958,COVERGUARD RAINCOAT PPP YELLOW 1PC L,MVR 320.00,scraped_images_veligaa\21958.jpg
21959,COVERGUARD SAFETY SHOES HIGH AGATE II BLACK 39,MVR 590.00,scraped_images_veligaa\21959.jpg
21961,COVERGUARD GLOVES EUROCUT IMPACT 100 YELOW BLACK CUT C S-9,MVR 355.00,scraped_images_veligaa\21961.jpg
21962,COVERGUARD GLOVES EUROCUT P330 GREY CUT C 10CM S-8,MVR 90.00,scraped_images_veligaa\21962.jpg
21963,COVERGUARD RAINCOAT PPP GREEN 2PC M,MVR 390.00,scraped_images_veligaa\21963.jpg
21964,COVERGUARD RAINCOAT PPP GREEN 1PC XL,MVR 305.00,scraped_images_veligaa\21964.jpg
21965,COVERGUARD RAINCOAT PP NAVY BLUE 1PC S,MVR 410.00,scraped_images_veligaa\21965.jpg
21966,COVERGUARD APRON PVC WHITE 110X75CM,MVR 75.00,scraped_images_veligaa\21966.jpg
21967,COVERGUARD COVERALL NAVY II  NAVY BLUE 1PC L,MVR 1305.00,scraped_images_veligaa\21967.jpg
21968,COVERGUARD RAINCOAT PLUVIO SET GREEN 2PC M,MVR 460.00,scraped_images_veligaa\21968.jpg
21969,COVERGUARD GLOVES EUROCUT P330 GREY CUT C 10CM S-9,MVR 90.00,scraped_images_veligaa\21969.jpg
20720,POLYPROPYLENE NET 5M WIDE X 100M BLUE,MVR 19600.00,scraped_images_veligaa\20720.jpg
21970,COVERGUARD GLOVES EUROCUT P330 GREY CUT C 10CM S-10 [1CRAL00010],MVR 90.00,scraped_images_veligaa\21970.jpg
21971,COVERGUARD GLOVES EUROCUT SC560N GREY/BLACK CUT D S-8,MVR 125.00,scraped_images_veligaa\21971.jpg
21972,COVERGUARD GLOVES EUROCUT SC560N GREY/BLACK CUT D S-9,MVR 130.00,scraped_images_veligaa\21972.jpg
21973,COVERGUARD GLOVES EUROCUT N318HV YELLOW/BLACK CUT B S-8,MVR 165.00,scraped_images_veligaa\21973.jpg
21974,COVERGUARD GLOVES EUROCUT N318HV YELLOW/BLACK CUT B S-10,MVR 165.00,scraped_images_veligaa\21974.jpg
21975,COVERGUARD GLOVES EUROCUT P500 GREY CUT D S-10,MVR 110.00,scraped_images_veligaa\21975.jpg
21976,COVERGUARD GLOVES EUROCUT N300 BLUE/BLACK CUT C,MVR 140.00,scraped_images_veligaa\21976.jpg
21978,COVERGUARD GLOVES EUROCUT P600 GREY/BLACK CUT F S-9,MVR 190.00,scraped_images_veligaa\21978.jpg
21979,COVERGUARD GLOVES EUROLITE EST80 WHITE POLYSTER CARB PU,MVR 25.00,scraped_images_veligaa\21979.jpg
21981,COVERGUARD GLOVES EUROSTRONG SG810L GREY/BLACK LATEX,MVR 30.00,scraped_images_veligaa\21981.jpg
21983,COVERGUARD GLOVES EUROLITE 15N600 GREY/BLACK MICRO FOAM S-9,MVR 85.00,scraped_images_veligaa\21983.jpg
21984,COVERGUARD GLOVES EUROLITE SL505N ORANGE/BLACK DOUBLE NITRILE S-7,MVR 65.00,scraped_images_veligaa\21984.jpg
21985,COVERGUARD GLOVES EUROLITE 13P110 BLACK POLYSTER PU,MVR 25.00,scraped_images_veligaa\21985.jpg
21987,COVERGUARD GLOVES EUROSTRONG 204 MULTI COLOUR LEATHER 7.5CM S-10,MVR 75.00,scraped_images_veligaa\21987.jpg
21988,COVERGUARD GLOVES EUROWELD 2631 RED LEATHER 15CM S-10,MVR 175.00,scraped_images_veligaa\21988.jpg
21993,COVERGUARD RAINCOAT PPP GREEN 2PC,MVR 410.00,scraped_images_veligaa\21993.jpg
21996,COVERGUARD RAINCOAT PPP YELLOW 2PC,MVR 410.00,scraped_images_veligaa\21996.jpg
22002,COVERGUARD RAINCOAT PP NAVY BLUE 1PC,MVR 410.00,scraped_images_veligaa\22002.jpg
21999,COVERGUARD RAINCOAT PPP YELLOW 1PC,MVR 320.00,scraped_images_veligaa\21999.jpg
22001,COVERGUARD RAINCOAT PPP GREEN 1PC XXL,MVR 305.00,scraped_images_veligaa\22001.jpg
20195,YATO HARNESS AND LANYARD 4PCS SET YT-74262,MVR 495.00,scraped_images_veligaa\20195.jpg
22004,COVERGUARD RAINCOAT PP NAVY BLUE 1PC,MVR 410.00,scraped_images_veligaa\22004.jpg
22006,COVERGUARD APRON PVC WHITE 120X90CM,MVR 365.00,scraped_images_veligaa\22006.jpg
22007,COVERGUARD GLOVES EURO-ONE 5710 WHITE VINYL S-8 100PCS,MVR 245.00,scraped_images_veligaa\22007.jpg
22008,COVERGUARD GLOVES EURO-ONE 5710 WHITE VINYL 100PCS S-9,MVR 305.00,scraped_images_veligaa\22008.jpg
22009,COVERGUARD COVERALL NAVY II  NAVY BLUE 1PC XL,MVR 1305.00,scraped_images_veligaa\22009.jpg
22010,COVERGUARD COVERALL GREEN 2PC L,MVR 435.00,scraped_images_veligaa\22010.jpg
22011,COVERGUARD RAINCOAT PLUVIO SET GREEN 2PC S [5PLS08000S],MVR 435.00,scraped_images_veligaa\22011.jpg
22012,COVERGUARD RAINCOAT PLUVIO SET GREEN 2PC XL [5PLS0800XL],MVR 460.00,scraped_images_veligaa\22012.jpg
22015,COVERGUARD RAINCOAT RAINET NAVY BLUE 1PC,MVR 565.00,scraped_images_veligaa\22015.jpg
22019,COVERGUARD RAINCOAT RAINET NAVY BLUE 2PC,MVR 590.00,scraped_images_veligaa\22019.jpg
22022,COVERGUARD GLOVES EUROLITE 6020 WHITE POLYSTER PU S-8 [6018],MVR 25.00,scraped_images_veligaa\22022.jpg
22024,COVERGUARD GLOVES EUROLITE 6160 WHITE POLYSTER PU S-9 [6159],MVR 25.00,scraped_images_veligaa\22024.jpg
22025,COVERGUARD GLOVES EUROLITE 6240 GREY NYLON S-8 [6238],MVR 40.00,scraped_images_veligaa\22025.jpg
22027,COVERGUARD EAR MUFF MAX340 [6MX3400NSI],MVR 410.00,scraped_images_veligaa\22027.jpg
22028,COVERGUARD SAFETY JACKET (VEST) YELLOW XL (70212),MVR 85.00,scraped_images_veligaa\22028.jpg
22029,COVERGUARD LED-HEADLIGHT P620  [71950],MVR 410.00,scraped_images_veligaa\22029.jpg
22030,COVERGUARD COVERALL 2 ZIP COTTON  NAVY BLUE 1PC,MVR 645.00,scraped_images_veligaa\22030.jpg
22034,COVERGUARD SAFETY HELMET ALTAI PRO YELLOW (7ALTP60NSI),MVR 590.00,scraped_images_veligaa\22034.jpg
22035,COVERGUARD SAFETY HARNESS FULL BODY DOUBLE HOOK (7FELI10NS1),MVR 975.00,scraped_images_veligaa\22035.jpg
22036,COVERGUARD SAFETY HARNESS POLARIS FULL BODY 2 POINT BELT HARNESS (7POLA10NSI),MVR 1425.00,scraped_images_veligaa\22036.jpg
22037,COVERGUARD SAFETY HARNESS SPICA FULL BODY 1 POINT BELT HARNESS (7SPIC10NSI),MVR 800.00,scraped_images_veligaa\22037.jpg
22039,COVERGUARD SAFETY JACKET INDUSTRY ROYAL BLUE,MVR 410.00,scraped_images_veligaa\22039.jpg
22041,COVERGUARD SAFETY TROUSER INDUSRY ROYAL BLUE,MVR 355.00,scraped_images_veligaa\22041.jpg
22042,COVERGUARD SAFETY COVERALL PADDOCK 2 ZIP COTTON  NAVY GREY 1PC M,MVR 670.00,scraped_images_veligaa\22042.jpg
22045,COVERGUARD SAFETY COVERALL PARTNER COTTON ROYAL BLUE 1PC,MVR 790.00,scraped_images_veligaa\22045.jpg
22046,COVERGUARD SAFETY COVERALL PARTNER COTTON NAVY BLUE 1PC,MVR 790.00,scraped_images_veligaa\22046.jpg
22052,COVERGUARD SAFETY SHOES LOW ALUNI BLACK/YELLOW,MVR 1545.00,scraped_images_veligaa\22052.jpg
22991,CANVAS PVC 6' x 40Y BLUE,MVR 470.00,scraped_images_veligaa\22991.jpg
22957,SAFETY JACKET GREEN,MVR 65.00,scraped_images_veligaa\22957.jpg
22960,SAFETY JACKET ORANGE,MVR 65.00,scraped_images_veligaa\22960.jpg
22056,COVERGUARD SAFETY SHOES LOW AZURITE II BLACK,MVR 705.00,scraped_images_veligaa\22056.jpg
